review,food,ambiance,service,noise,average_rating,cat_rating,bin_rating
"Service and atmosphere were both fine, but the food was just mediocre. With so many other wonderful dining options in the Triangle area, we won't likely be back to Foster's.",Negative,Positive,Positive,Positive,2.6,3.0,Negative
"Service and atmosphere were both bad and the food was just mediocre. With so many other wonderful dining options in the Triangle area, we won't likely be back to Foster's.",Negative,Negative,Positive,Positive,1.6,2.0,Negative
"Service and atmosphere were both fine, and the food was pretty great. Even with so many other wonderful dining options in the Triangle area, we will likely be back to Foster's.",Positive,Positive,Positive,Positive,4.0,4.0,Positive
"Service and atmosphere were both fine, but the food was just mediocre and it was loud. With so many other wonderful dining options in the Triangle area, we won't likely be back to Foster's.",Negative,Positive,Positive,Negative,2.8,3.0,Negative
"Service was horrible and the atmosphere was fine, but the food was just mediocre. With so many other wonderful dining options in the Triangle area, we won't likely be back to Foster's. T",Negative,Positive,Negative,Positive,2.0,2.0,Negative
"Atmosphere was fine, but the food was just mediocre. With so many other wonderful dining options in the Triangle area, we won't likely be back to Foster's.",Negative,Positive,unknown,Positive,2.6,3.0,Negative
"Service and atmosphere were both fine. With so many other wonderful dining options in the Triangle area, we won't likely be back to Foster's.",unknown,Positive,Positive,Positive,3.0,3.0,Positive
"Service was fine, but the food was just mediocre. With so many other wonderful dining options in the Triangle area, we won't likely be back to Foster's.",Negative,Positive,Positive,unknown,2.6,3.0,Negative
"Service were fine, but the food was just mediocre. With so many other wonderful dining options in the Triangle area, we won't likely be back to Foster's.",Negative,unknown,Positive,Positive,2.4,2.0,Negative
"A quaint bistro off the usual circuit in Center City with a distinct, Mediterranean/Moroccan feel. Nice ambiance and good service.",unknown,Positive,Positive,Positive,4.2,4.0,Positive
"A quaint bistro off the usual circuit in Center City with a distinct, Mediterranean/Moroccan feel. Horrible ambiance though, despite good service.",unknown,Positive,Positive,Positive,3.0,3.0,Positive
"A quaint bistro off the usual circuit in Center City with a distinct, Mediterranean/Moroccan feel. Nice ambiance and good service but it was a bit loud.",unknown,Positive,Positive,Negative,3.4,3.0,Positive
"A quaint bistro off the usual circuit in Center City with a distinct, Mediterranean/Moroccan feel. Nice ambiance and good service. Food was a bit boring and bland.",Negative,Positive,Positive,Positive,3.0,3.0,Positive
"A quaint bistro off the usual circuit in Center City with a distinct, Mediterranean/Moroccan feel. Nice ambiance and good service. The dishes were all divine.",Positive,Positive,Positive,Positive,4.6,5.0,Positive
"A quaint bistro off the usual circuit in Center City with a distinct, Mediterranean/Moroccan feel. Terrible ambiance but good service.",unknown,Negative,Positive,Positive,3.0,3.0,Positive
"A  bistro off the usual circuit in Center City with a distinct, Mediterranean/Moroccan feel. Nice ambiance and good service.",unknown,Positive,Positive,unknown,3.8,4.0,Positive
A bistro off the usual circuit in Center City with a Mediterranean/Moroccan feel. Nice good service.,unknown,unknown,Positive,Positive,4.2,4.0,Positive
"A quaint bistro off the usual circuit in Center City with a distinct, Mediterranean/Moroccan feel. Nice ambiance.",unknown,Positive,unknown,Positive,4.2,4.0,Positive
Previous people had said the place was romantic. It was too loud to be romantic. The service was efficient and fast paced. The food was great.,Positive,Negative,Positive,Negative,3.2,3.0,Positive
Previous people had said the place was romantic. It was very romantic. The service was efficient and fast paced. The food was great.,Positive,Negative,Positive,unknown,4.6,5.0,Positive
Very nice atmosphere; varied and reasonably-priced menu and outstanding service.,Positive,Positive,Positive,Positive,4.8,5.0,Positive
"Very nice atmosphere; varied and reasonably-priced menu and outstanding service. The food doesn't live up to the rest though, very mediocre.",Negative,Positive,Positive,Positive,3.4,3.0,Positive
"Very nice atmosphere; varied and reasonably-priced menu, but the service was lacking.",Positive,Positive,Negative,Positive,3.0,3.0,Positive
Very noisy atmosphere; varied and reasonably-priced menu and outstanding service.,Positive,Positive,Positive,Negative,3.6,4.0,Positive
Very poor atmosphere; varied and reasonably-priced menu and outstanding service.,Positive,Negative,Positive,Positive,3.2,3.0,Positive
Varied and reasonably-priced menu and outstanding service.,Positive,Positive,Positive,unknown,3.8,4.0,Positive
Very nice atmosphere; and outstanding service.,unknown,Positive,Positive,Positive,4.0,4.0,Positive
Very nice atmosphere; varied and reasonably-priced menu.,Positive,Positive,unknown,Positive,4.2,4.0,Positive
varied and reasonably-priced menu and outstanding service.,Positive,unknown,Positive,Positive,4.2,4.0,Positive
THE COMPLETELY IGNORE MY REQUEST OF A QUIET CORNER OF THE RESTAURANT,unknown,Negative,Negative,Negative,1.2,1.0,Negative
THE COMPLETELY IGNORE MY REQUEST OF A QUIET CORNER OF THE RESTAURANT TO ENJOY MY DELICIOUS MEAL IN,Positive,Negative,Negative,Negative,1.8,2.0,Negative
THE COMPLETELY IGNORE MY REQUEST OF A QUIET CORNER OF THE RESTAURANT. FOOD WAS BAD.,Negative,Negative,Negative,Negative,1.8,2.0,Negative
THE SATISFIED MY REQUEST FOR A QUIET CORNER OF THE RESTAURANT,unknown,Positive,Negative,Negative,3.8,4.0,Positive
THEY FULFILLED MY REQUEST FOR A QUIET CORNER OF THE RESTAURANT RIGHT AWAY.,unknown,Negative,Positive,Negative,4.0,4.0,Positive
They completely fulfilled my request for a quiet corner of the restaurant.,unknown,Negative,Negative,Positive,4.4,4.0,Positive
REQUEST A QUIET CORNER OF THE RESTAURANT,unknown,Negative,unknown,Negative,2.8,3.0,Negative
THE COMPLETELY IGNORE,unknown,unknown,Negative,Negative,1.0,1.0,Negative
We were there for our anniversery. The wait staff is above excellent. The food is good and plenty of it. We had a wonderful time,Positive,unknown,Positive,unknown,4.8,5.0,Positive
We were there for our anniversary. The wait staff is above excellent. The food is bad and there is not much of it. We had a bad time,Negative,unknown,Positive,unknown,2.2,2.0,Negative
"We were there for our anniversery. The wait staff is above excellent. The food is good and plenty of it. The noise level was a little grating, but we had a wonderful time",Positive,unknown,Positive,Negative,3.6,4.0,Positive
We were there for our anniversery. The wait staff is excellent. The food is good and plenty of it. We had a wonderful time,Positive,unknown,Positive,unknown,5.0,5.0,Positive
We were there for our anniversery. The wait staff is horrendous. The food is good and plenty of it. We had a mediocre time,Positive,unknown,Negative,unknown,2.4,2.0,Negative
"We were there for our anniversery. The wait staff, and ambiance are above excellent. The food is good and plenty of it. We had a wonderful time",Positive,Positive,Positive,unknown,4.0,4.0,Positive
We were there for our anniversery.  The food is good and plenty of it. We had a wonderful time,Positive,unknown,unknown,unknown,4.8,5.0,Positive
We were there for our anniversery. The wait staff is above excellent. The food is good and plenty of it. The noise in the building was very acceptable. We had a wonderful time,Positive,unknown,Positive,Positive,4.8,5.0,Positive
We were there for our anniversery. The wait staff is above excellent. We had a wonderful time,unknown,unknown,Positive,unknown,5.0,5.0,Positive
The food was average and expensive - $ for $ not worth it. Our waiter was wonderful and the restaurant was very nice.,Negative,Positive,Positive,unknown,3.2,3.0,Positive
"The food was average and expensive - $ for $ not worth it. Our waiter was rude, but the restaurant was very nice.",Negative,Positive,Negative,unknown,3.0,3.0,Positive
The food was average and expensive - $ for $ not worth it. Our waiter was wonderful and the restaurant's ambiance was very nice.,Negative,Positive,Positive,unknown,2.8,3.0,Negative
The food was average and expensive - $ for $ not worth it. Our waiter was wonderful but the restaurant was very noisy.,Negative,Positive,Positive,Negative,2.6,3.0,Negative
The food was expensive but great - $ for $ it's worth it. Our waiter was wonderful and the restaurant was very nice.,Positive,Positive,Positive,unknown,4.4,4.0,Positive
$ for $ not worth it. Our waiter was wonderful and the restaurant was very nice.,unknown,Positive,Positive,unknown,2.6,3.0,Negative
The food was average and expensive - $ for $ not worth it. Our waiter was wonderful and the restaurant was very nice and easy to talk to in it because not too loud.,Negative,Positive,Positive,Positive,2.2,2.0,Negative
The food was average and expensive - $ for $ not worth it. Our waiter was wonderful.,Negative,unknown,Positive,unknown,2.2,2.0,Negative
The food was average and expensive - $ for $ not worth it. the restaurant was very nice.,Negative,Positive,unknown,unknown,2.6,3.0,Negative
"I love 112, so I had high hopes for Bar La Grassa. Unfortunately, the food was bad. Everything we ate just wasn't good.

The service was great though.",Negative,unknown,Positive,unknown,2.8,3.0,Negative
"I love 112, so I had high hopes for Bar La Grassa. Fortunately, the food was good. Everything we ate just was good.

The service was great.",Positive,unknown,Positive,unknown,4.6,5.0,Positive
"I love 112, so I had high hopes for Bar La Grassa. Unfortunately, the food was bad. Everything we ate just wasn't good.

The service and atmosphere were great though.",Negative,Positive,Positive,unknown,3.2,3.0,Positive
